expenditure ID,TIF DISTRICT,AREA,DISTRICT EXPIRATION,PROJECT / EXPENDITURE,YEAR,STATUS,AMOUNT,BALANCE,REF
1555,North/Cicero,Northwest Side,2020-07-30,Street Imrovements: N. Wood-Webster south to end of street ,2010,Pending,-650000,-6264534,T- 35
1556,North/Cicero,Northwest Side,2020-07-30,Estimated Incremental Property Tax Revenue ,2011,Committed,4101753,-2162781,T- 35
1557,North/Cicero,Northwest Side,2020-07-30,Administrative Costs ,2011,Committed,-75800,-2238581,T- 35
1558,North/Cicero,Northwest Side,2020-07-30,Damen/Elston/Fullerton Intersection - ROW Eng. and Acq. ,2011,Committed,-7000000,-9238581,T- 35
1559,North/Cicero,Northwest Side,2020-07-30,TIF Works ,2011,Pending,-500000,-9738581,T- 35
1560,North/Cicero,Northwest Side,2020-07-30,SBIF ,2011,Pending,-500000,-10238581,T- 35
1561,North/Cicero,Northwest Side,2020-07-30,Seawall Program  -- RIF ,2011,Pending,-600000,-10838581,T- 35
1562,North/Cicero,Northwest Side,2020-07-30,FY Beginning Cash Balance ,2009,Appropriated,16434745,16434745,T- 35
1563,North/Cicero,Northwest Side,2020-07-30,Demolition account increase ,2009,Appropriated,-13800,16420945,T- 35
1564,North/Cicero,Northwest Side,2020-07-30,Cherry Ave. Railroad bridge repair  -- add'l ,2009,Appropriated,-700000,15720945,T- 35
1565,North/Cicero,Northwest Side,2020-07-30,"Halsted Triangle Area Imp.  -- Kingsbury Parking & Streetscape, design &eng. ",2009,Appropriated,-2000000,13720945,T- 35
1566,North/Cicero,Northwest Side,2020-07-30,Halsted Triangle Improvements - Construction ,2009,Appropriated,-4250000,9470945,T- 35
1567,North/Cicero,Northwest Side,2020-07-30,"Industrial Street Improvements Elston & Wabansia  -- Fleet Mgt Area, construction ",2009,Appropriated,-7400000,2070945,T- 35
1568,North/Cicero,Northwest Side,2020-07-30,Port from Near North for infrastructure projects ,2009,Committed,2500000,4570945,T- 35
1569,North/Cicero,Northwest Side,2020-07-30,Halsted Triangle Parking Study  -- Ph. 2 ,2009,Committed,-50000,4520945,T- 35
1570,North/Cicero,Northwest Side,2020-07-30,McGrath-Lexus Riverwall ,2009,Committed,-191400,4329545,T- 35
1571,North/Cicero,Northwest Side,2020-07-30,North Branch Truckway - Cost/Benefit Analysis Study ,2009,Committed,-350000,3979545,T- 35
1572,North/Cicero,Northwest Side,2020-07-30,Street Resurfacing Evergreen to Kingsbury ,2009,Committed,-430000,3549545,T- 35
1573,North/Cicero,Northwest Side,2020-07-30,"Industrial Street Improvements Elston & Besley  -- Fleet Mgt Area, construction ",2009,Committed,-2000000,1549545,T- 35
1574,North/Cicero,Northwest Side,2020-07-30,Halsted Triangle Area Improvements  -- ind. Kingsbury Parking & Streetscape ,2009,Pending,-150000,1399545,T- 35
1575,North/Cicero,Northwest Side,2020-07-30,General Iron Riverwall Improvement  -- 1901 N. Clifton ,2009,Pending,-300000,1099545,T- 35
1576,North/Cicero,Northwest Side,2020-07-30,TIF Works ,2009,Pending,-500000,599545,T- 35
1577,North/Cicero,Northwest Side,2020-07-30,AAA Boatyard/River Edge Stabilization  -- a.k.a. Goose Island Overlook Park ,2009,Pending,-500000,99545,T- 35
1578,North/Cicero,Northwest Side,2020-07-30,Seawall Program ,2009,Pending,-600000,-500455,T- 35
1579,North/Cicero,Northwest Side,2020-07-30,Ogden Ave. Median Culdesac Fry St. to RR Viaduct ,2009,Pending,-650000,-1150455,T- 35
1580,North/Cicero,Northwest Side,2020-07-30,"Industrial Street Improvements Elston & Besley  -- Fleet Mgt Area, study ",2009,Proposed,-500000,-1650455,T- 35
1581,North/Cicero,Northwest Side,2020-07-30,Estimated Incremental Property Tax Revenue ,2010,Committed,4584541,2934086,T- 35
1582,North/Cicero,Northwest Side,2020-07-30,Administrative Costs ,2010,Committed,-90200,2843886,T- 35
1583,North/Cicero,Northwest Side,2020-07-30,Lab Facility Fund ,2010,Pending,-100000,2743886,T- 35
1584,North/Cicero,Northwest Side,2020-07-30,Street Imp. Potomac to Elston ,2010,Pending,-250000,2493886,T- 35
1585,North/Cicero,Northwest Side,2020-07-30,TIF Works ,2010,Pending,-500000,1993886,T- 35
1586,North/Cicero,Northwest Side,2020-07-30,SBIF ,2010,Pending,-500000,1493886,T- 35
1587,North/Cicero,Northwest Side,2020-07-30,Seawall Program ,2010,Pending,-1000000,493886,T- 35
1588,North/Cicero,Northwest Side,2020-07-30,Bigane Paving Expansion ,2010,Pending,-2000000,-1506114,T- 35
1589,North/Cicero,Northwest Side,2020-07-30,Estimated Incremental Property Tax Revenue ,2011,Committed,4584541,3078427,T- 35
1590,North/Cicero,Northwest Side,2020-07-30,Administrative Costs ,2011,Committed,-90200,2988227,T- 35
1591,North/Cicero,Northwest Side,2020-07-30,TIF Works ,2011,Pending,-500000,2488227,T- 35
1592,North/Cicero,Northwest Side,2020-07-30,Seawall Program ,2011,Pending,-1000000,1488227,T- 35
1593,Northwest Industrial Corridor,Northwest Side,2021-12-02,FY Beginning Cash Balance ,2009,Appropriated,11105940,11105940,T- 64
1594,Northwest Industrial Corridor,Northwest Side,2021-12-02,Pedestrian countdown signal @ Fullerton & Kostner ,2009,Appropriated,-12000,11093940,T- 64
1595,Northwest Industrial Corridor,Northwest Side,2021-12-02,"Street: Homer, Kilbourn to dead-end  -- add'l ",2009,Appropriated,-20000,11073940,T- 64
1596,Northwest Industrial Corridor,Northwest Side,2021-12-02,"Sidewalks: Kilbourn, Division to Haddon ",2009,Appropriated,-30000,11043940,T- 64
1597,Northwest Industrial Corridor,Northwest Side,2021-12-02,Pre-Acquisition Account ,2009,Appropriated,-50000,10993940,T- 64
1598,Northwest Industrial Corridor,Northwest Side,2021-12-02,Demolition account increase ,2009,Appropriated,-102600,10891340,T- 64
1599,Northwest Industrial Corridor,Northwest Side,2021-12-02,Merlin/Coke RDA ,2009,Appropriated,-215000,10676340,T- 64
1600,Northwest Industrial Corridor,Northwest Side,2021-12-02,TIF Works ,2009,Appropriated,-300000,10376340,T- 64
1601,Northwest Industrial Corridor,Northwest Side,2021-12-02,SBIF ,2009,Appropriated,-500000,9876340,T- 64
1602,Northwest Industrial Corridor,Northwest Side,2021-12-02,CPD IGA - Orr Park ,2009,Appropriated,-600000,9276340,T- 64
1603,Northwest Industrial Corridor,Northwest Side,2021-12-02,"Industrial Street Improvements: Kolmar, Cortez, Kilbourn ",2009,Appropriated,-2600000,6676340,T- 64
1604,Northwest Industrial Corridor,Northwest Side,2021-12-02,"Sidewalks: Homer, Klibourn to Kenton ",2009,Committed,-20000,6656340,T- 64
1605,Northwest Industrial Corridor,Northwest Side,2021-12-02,Diagonal parking: Fullerton to 1st alley  -- south ,2009,Committed,-30000,6626340,T- 64
1606,Northwest Industrial Corridor,Northwest Side,2021-12-02,Diagonal Parking: Division to 1st Alley ,2009,Committed,-35735,6590605,T- 64
1607,Northwest Industrial Corridor,Northwest Side,2021-12-02,Diagonal Parking: Fullerton to 1st alley  -- north ,2009,Committed,-39554,6551051,T- 64
1608,Northwest Industrial Corridor,Northwest Side,2021-12-02,"800 N. Cicero , Left Turn Signal ",2009,Committed,-50000,6501051,T- 64
1609,Northwest Industrial Corridor,Northwest Side,2021-12-02,Traffic signal upgrades :Hirsh / Kostner ,2009,Committed,-65000,6436051,T- 64
1610,Northwest Industrial Corridor,Northwest Side,2021-12-02,Traffic signal upgrades: North / Grand / Kostner ,2009,Committed,-144000,6292051,T- 64
1611,Northwest Industrial Corridor,Northwest Side,2021-12-02,"Street Resurfacing: Kostner, North to Hirsh  -- east side of street ",2009,Committed,-187000,6105051,T- 64
1612,Northwest Industrial Corridor,Northwest Side,2021-12-02,"Street Resurfacing: Kostner, Hirsh to Division ",2009,Committed,-375000,5730051,T- 64
1613,Northwest Industrial Corridor,Northwest Side,2021-12-02,"SBIF (500k of 1M auth, 500k remaining) ",2009,Committed,-500000,5230051,T- 64
1614,Northwest Industrial Corridor,Northwest Side,2021-12-02,Greenbaum Park expansion  -- North Grand High School Campus ,2009,Committed,-1970000,3260051,T- 64
1615,Northwest Industrial Corridor,Northwest Side,2021-12-02,Demolition: 1642 N. Kostner ,2009,Pending,-80000,3180051,T- 64
1616,Northwest Industrial Corridor,Northwest Side,2021-12-02,Left turn signals  -- east & west bound from Chicago Ave to Pulaski Rd. ,2009,Pending,-100000,3080051,T- 64
1617,Northwest Industrial Corridor,Northwest Side,2021-12-02,Estimated Incremental Property Tax Revenue ,2010,Committed,5712022,8792073,T- 64
1618,Northwest Industrial Corridor,Northwest Side,2021-12-02,MSAC Ph.1 Debt Service 2010 - port to Galewood/Armitage - Belmont Cragin ,2010,Committed,-92014,8700059,T- 64
1619,Northwest Industrial Corridor,Northwest Side,2021-12-02,Administrative Costs ,2010,Committed,-108700,8591359,T- 64
1620,Northwest Industrial Corridor,Northwest Side,2021-12-02,Merlin/Coke RDA ,2010,Committed,-215000,8376359,T- 64
1621,Northwest Industrial Corridor,Northwest Side,2021-12-02,Home Depot RDA payment ,2010,Committed,-300000,8076359,T- 64
1622,Northwest Industrial Corridor,Northwest Side,2021-12-02,Brachs Redvelopment  -- 401 N. Cicero ,2010,Committed,-400000,7676359,T- 64
1623,Northwest Industrial Corridor,Northwest Side,2021-12-02,"SBIF (500k of 1M auth, 0 remaining) ",2010,Committed,-500000,7176359,T- 64
1624,Northwest Industrial Corridor,Northwest Side,2021-12-02,MSAC Ph.1 Debt Service 2010 - port to Chicago/Central Park - Westinghouse ,2010,Committed,-1137363,6038996,T- 64
1625,Northwest Industrial Corridor,Northwest Side,2021-12-02,MSAC Ph.1 Debt Service 2010 - port to Madison/Austin - Austin HS ,2010,Committed,-1371546,4667449,T- 64
1626,Northwest Industrial Corridor,Northwest Side,2021-12-02,Estimated Incremental Property Tax Revenue ,2011,Committed,5712022,10379471,T- 64
1627,Northwest Industrial Corridor,Northwest Side,2021-12-02,Administrative Costs ,2011,Committed,-108700,10270771,T- 64
1628,Northwest Industrial Corridor,Northwest Side,2021-12-02,MSAC Ph.1 Debt Service 2011 - port to Galewood/Armitage - Belmont Cragin ,2011,Committed,-121350,10149421,T- 64
1629,Northwest Industrial Corridor,Northwest Side,2021-12-02,Merlin/Coke RDA ,2011,Committed,-215000,9934421,T- 64
1630,Northwest Industrial Corridor,Northwest Side,2021-12-02,Home Depot RDA payment ,2011,Committed,-300000,9634421,T- 64
1631,Northwest Industrial Corridor,Northwest Side,2021-12-02,MSAC Ph.1 Debt Service 2011 - port to Chicago/Central Park - Westinghouse ,2011,Committed,-1105836,8528586,T- 64
1632,Northwest Industrial Corridor,Northwest Side,2021-12-02,MSAC Ph.1 Debt Service 2011 - port to Madison/Austin - Austin HS ,2011,Committed,-1810433,6718153,T- 64
1633,Ogden/Pulaski,Southwest Side,2032-12-31,FY Beginning Cash Balance ,2009,Appropriated,0,0,T-161
1634,Ogden/Pulaski,Southwest Side,2032-12-31,Administration ,2009,Committed,0,0,T-161
1635,Ogden/Pulaski,Southwest Side,2032-12-31,Reimbursement for TIF study  -- est. ,2009,Committed,-100000,-100000,T-161
1636,Ogden/Pulaski,Southwest Side,2032-12-31,"Green Alley: Genshaw, Roosevelt, Keeler, and Kildare ",2009,On Hold,0,-100000,T-161
1637,Ogden/Pulaski,Southwest Side,2032-12-31,"Street resurfacing: Kevdale, 16th to 18th ",2009,On Hold,-48904,-148904,T-161
1638,Ogden/Pulaski,Southwest Side,2032-12-31,"Street resurfacing:Lawndale, Cermak to Ogden ",2009,On Hold,-49038,-197942,T-161
1639,Ogden/Pulaski,Southwest Side,2032-12-31,"Sreet resurfacing: Bross St, Western to Hoyne ",2009,On Hold,-171566,-369508,T-161
1640,Ogden/Pulaski,Southwest Side,2032-12-31,Alley reconstruction: 13th / Karlov/ Kedvale / 14th ,2009,On Hold,-219000,-588508,T-161
1641,Ogden/Pulaski,Southwest Side,2032-12-31,Alley reconstruction: Cullerton / Kildare / 21st / Kostner ,2009,On Hold,-295000,-883508,T-161
1642,Ogden/Pulaski,Southwest Side,2032-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,0,-883508,T-161
1643,Ogden/Pulaski,Southwest Side,2032-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,0,-883508,T-161
1644,Ohio/Wabash,Central,2024-12-31,FY Beginning Cash Balance ,2009,Appropriated,1238345,1238345,T-100
1645,Ohio/Wabash,Central,2024-12-31,Medinah Temple Note Payment ,2009,Appropriated,-1238345,0,T-100
1646,Ohio/Wabash,Central,2024-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,1238345,1238345,T-100
1647,Ohio/Wabash,Central,2024-12-31,Medinah Temple Note Payment ,2010,Committed,-1238345,0,T-100
1648,Ohio/Wabash,Central,2024-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,1238345,1238345,T-100
1649,Ohio/Wabash,Central,2024-12-31,Medinah Temple Note Payment ,2011,Committed,-1238345,0,T-100
1650,Pershing?King,South Side,2031-12-31,Port from 47th/King for Paul G. Stewart ,2009,Appropriated,1500000,1500000,T-154
1651,Pershing?King,South Side,2031-12-31,FY Beginning Cash Balance ,2009,Appropriated,93351,1593351,T-154
1652,Pershing?King,South Side,2031-12-31,Paul G. Stewart Apt. closing and coc payment ,2009,Appropriated,-1500000,93351,T-154
1653,Pershing?King,South Side,2031-12-31,Broadband Initiative ,2009,Pending,-42034,51317,T-154
1654,Pershing?King,South Side,2031-12-31,Port from 47th/King for Paul G. Stewart ,2010,Committed,352200,403517,T-154
1655,Pershing?King,South Side,2031-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,94000,497517,T-154
1656,Pershing?King,South Side,2031-12-31,Paul G. Stewart Apt. 1st anniversary payment ,2010,Committed,-352200,145317,T-154
1657,Pershing?King,South Side,2031-12-31,Neighborhood Improvement Fund ,2010,Committed,-500000,-354683,T-154
1658,Pershing?King,South Side,2031-12-31,Port from 47th/King for Paul G. Stewart ,2011,Committed,352500,-2183,T-154
1659,Pershing?King,South Side,2031-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,94000,91817,T-154
1660,Pershing?King,South Side,2031-12-31,Paul G. Stewart Apt. second anniversary payment ,2011,Committed,-352200,-260383,T-154
1661,Peterson/Cicero,Northwest Side,2024-12-31,FY Beginning Cash Balance ,2009,Appropriated,439074,439074,T- 90
1662,Peterson/Cicero,Northwest Side,2024-12-31,"Lighting: Cicero, Peterson to Glenlake ",2009,Appropriated,-300000,139074,T- 90
1663,Peterson/Cicero,Northwest Side,2024-12-31,"Sidewalk & Lighting: Cicero, Peterson to Glenlake ",2009,Appropriated,-386963,-247889,T- 90
1664,Peterson/Cicero,Northwest Side,2024-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,439000,191111,T- 90
1665,Peterson/Cicero,Northwest Side,2024-12-31,Administrative Costs ,2010,Committed,-340,190771,T- 90
1666,Peterson/Cicero,Northwest Side,2024-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,439000,629771,T- 90
1667,Peterson/Cicero,Northwest Side,2024-12-31,Administrative Costs ,2011,Committed,-340,629431,T- 90
1668,Peterson/Pulaski,Northwest Side,2023-02-16,FY Beginning Cash Balance ,2009,Appropriated,2783381,2783381,T- 91
1669,Peterson/Pulaski,Northwest Side,2023-02-16,"Sidewalk, curb, gutter: Devon, Pulaski - Springfield  -- add'l ",2009,Appropriated,-9654,2773727,T- 91
1670,Peterson/Pulaski,Northwest Side,2023-02-16,"Lighting improvements: Devon, Pulaski - Springfield  -- add'l ",2009,Appropriated,-97000,2676727,T- 91
1671,Peterson/Pulaski,Northwest Side,2023-02-16,Belltone  -- Centerpoint RDA payment ,2009,Appropriated,-150000,2526727,T- 91
1672,Peterson/Pulaski,Northwest Side,2023-02-16,"Sidewalk, curb, gutter: Devon, Pulaski - Springfield ",2009,Appropriated,-160000,2366727,T- 91
1673,Peterson/Pulaski,Northwest Side,2023-02-16,"Lighting improvements: Devon, Pulaski - Springfield ",2009,Appropriated,-200000,2166727,T- 91
1674,Peterson/Pulaski,Northwest Side,2023-02-16,"SBIF (1M auth; prev. rel. 500k, 0 auth. remaining) ",2009,Appropriated,-500000,1666727,T- 91
1675,Peterson/Pulaski,Northwest Side,2023-02-16,"SBIF (1M auth., 500k auth. remaining) ",2009,Committed,-500000,1166727,T- 91
1676,Peterson/Pulaski,Northwest Side,2023-02-16,Estimated Incremental Property Tax Revenue ,2010,Committed,1064500,2231227,T- 91
1677,Peterson/Pulaski,Northwest Side,2023-02-16,Administrative Costs ,2010,Committed,-17400,2213827,T- 91
1678,Peterson/Pulaski,Northwest Side,2023-02-16,Belltone  -- Centerpoint RDA payment ,2010,Committed,-175000,2038827,T- 91
1679,Peterson/Pulaski,Northwest Side,2023-02-16,Landscape signage Master Plan ,2010,Committed,-500000,1538827,T- 91
1680,Peterson/Pulaski,Northwest Side,2023-02-16,RDA: CCH (5M note note payment  -- est.) ,2010,Committed,-615325,923502,T- 91
1681,Peterson/Pulaski,Northwest Side,2023-02-16,Estimated Incremental Property Tax Revenue ,2011,Committed,1064500,1988002,T- 91
1682,Peterson/Pulaski,Northwest Side,2023-02-16,Administrative Costs ,2011,Committed,-17400,1970602,T- 91
1683,Peterson/Pulaski,Northwest Side,2023-02-16,Belltone  -- Centerpoint RDA payment ,2011,Committed,-175000,1795602,T- 91
1684,Peterson/Pulaski,Northwest Side,2023-02-16,RDA: CCH (5M note note payment  -- est.) ,2011,Committed,-615325,1180277,T- 91
1685,Peterson/Pulaski,Northwest Side,2023-02-16,Landscape signage Master Plan ,2011,Committed,-1500000,-319723,T- 91
1686,Pilsen Industrial Corridor,Southwest Side,2022-12-31,FY Beginning Cash Balance ,2009,Appropriated,9588994,9588994,T- 53
1687,Pilsen Industrial Corridor,Southwest Side,2022-12-31,Demolition account increase ,2009,Appropriated,-4500,9584494,T- 53
1688,Pilsen Industrial Corridor,Southwest Side,2022-12-31,"Trees & tree pits: 29th, south of Stearns Quarry ",2009,Appropriated,-11170,9573324,T- 53
1689,Pilsen Industrial Corridor,Southwest Side,2022-12-31,"Arterial streets ADA ramps design & construction  (min = 18,600 for design) ",2009,Appropriated,-88000,9485324,T- 53
1690,Pilsen Industrial Corridor,Southwest Side,2022-12-31,"Sidewalk replacement: 29th St, Halsted to Poplar ",2009,Appropriated,-140700,9344624,T- 53
1691,Pilsen Industrial Corridor,Southwest Side,2022-12-31,TIF Works ,2009,Appropriated,-150000,9194624,T- 53
1692,Pilsen Industrial Corridor,Southwest Side,2022-12-31,Target RDA note payment ,2009,Appropriated,-914750,8279874,T- 53
1693,Pilsen Industrial Corridor,Southwest Side,2022-12-31,Bridge Repairs @ Canal Street ,2009,Appropriated,-2000000,6279874,T- 53
1694,Pilsen Industrial Corridor,Southwest Side,2022-12-31,Underground tank removal ,2009,Committed,-50000,6229874,T- 53
1695,Pilsen Industrial Corridor,Southwest Side,2022-12-31,"Streetscape: Blue Island, Cullerton to 21st St; design ",2009,Committed,-120000,6109874,T- 53
1696,Pilsen Industrial Corridor,Southwest Side,2022-12-31,"Sidewalk, C&G, trees and grates on Ashland from 2540 to 2600 ",2009,Committed,-133923,5975951,T- 53
1697,Pilsen Industrial Corridor,Southwest Side,2022-12-31,Sidewalks @ 2800 S. Halsted ,2009,Pending,-100000,5875951,T- 53
1698,Pilsen Industrial Corridor,Southwest Side,2022-12-31,Broadband Initiative ,2009,Pending,-180061,5695890,T- 53
1699,Pilsen Industrial Corridor,Southwest Side,2022-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,7969287,13665178,T- 53
1700,Pilsen Industrial Corridor,Southwest Side,2022-12-31,Administrative Costs ,2010,Committed,-151600,13513578,T- 53
1701,Pilsen Industrial Corridor,Southwest Side,2022-12-31,"Streetscape: Blue Island, Cullerton to 21st St; construction ",2010,Committed,-800000,12713578,T- 53
1702,Pilsen Industrial Corridor,Southwest Side,2022-12-31,CPS Note Payment 2010 - Juarez ,2010,Committed,-830000,11883578,T- 53
1703,Pilsen Industrial Corridor,Southwest Side,2022-12-31,Target RDA note payment ,2010,Committed,-915000,10968578,T- 53
1704,Pilsen Industrial Corridor,Southwest Side,2022-12-31,Bond Debt Service  -- A+B ,2010,Committed,-4953633,6014945,T- 53
1705,Pilsen Industrial Corridor,Southwest Side,2022-12-31,Millenium East ,2010,Pending,-1000000,5014945,T- 53
1706,Pilsen Industrial Corridor,Southwest Side,2022-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,7969287,12984232,T- 53
1707,Pilsen Industrial Corridor,Southwest Side,2022-12-31,Administrative Costs ,2011,Committed,-151600,12832632,T- 53
1708,Pilsen Industrial Corridor,Southwest Side,2022-12-31,CPS Note Payment 2011 - Juarez ,2011,Committed,-830000,12002632,T- 53
1709,Pilsen Industrial Corridor,Southwest Side,2022-12-31,Target RDA note payment ,2011,Committed,-915000,11087632,T- 53
1710,Pilsen Industrial Corridor,Southwest Side,2022-12-31,Bond Debt Service Payment  -- A+B ,2011,Committed,-4956837,6130795,T- 53
1711,Pilsen Industrial Corridor,Southwest Side,2022-12-31,Traffic signal @ Archer/Lowe/24th Pl ,2011,On Hold,-350000,5780795,T- 53
1712,Portage Park,Northwest Side,2021-09-09,FY Beginning Cash Balance ,2009,Appropriated,5465734,5465734,T- 58
1713,Portage Park,Northwest Side,2021-09-09,Dickenson Park ,2009,On Hold,-50000,5415734,T- 58
1714,Portage Park,Northwest Side,2021-09-09,Viaduct improvements  -- Irving Park Rd- Kilpatrick to Kolmar - Construction ,2009,Pending,-1000000,4415734,T- 58
1715,Portage Park,Northwest Side,2021-09-09,Estimated Incremental Property Tax Revenue ,2010,Committed,2583149,6998883,T- 58
1716,Portage Park,Northwest Side,2021-09-09,Administrative Costs ,2010,Committed,-44400,6954483,T- 58
1717,Portage Park,Northwest Side,2021-09-09,Pre-acquisition Activities ,2010,Committed,-50000,6904483,T- 58
1718,Portage Park,Northwest Side,2021-09-09,Estimated Incremental Property Tax Revenue ,2011,Committed,2583149,9487631,T- 58
1719,Portage Park,Northwest Side,2021-09-09,Administrative Costs ,2011,Committed,-44400,9443231,T- 58
1720,Portage Park,Northwest Side,2021-09-09,CPS IGA for ADA Ph. 2: Schurz  (TPC = 3.6M w/ CPS match of 1.1M) ,2011,Pending,-2500000,6943231,T- 58
1721,Pratt/Ridge,North Side,2028-12-31,FY Beginning Cash Balance ,2009,Appropriated,267146,267146,T-135
1722,Pratt/Ridge,North Side,2028-12-31,Administrative Costs ,2009,Committed,0,267146,T-135
1723,Pratt/Ridge,North Side,2028-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,267000,534146,T-135
1724,Pratt/Ridge,North Side,2028-12-31,Administrative Costs ,2010,Committed,0,534146,T-135
1725,Pratt/Ridge,North Side,2028-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,267000,801146,T-135
1726,Pratt/Ridge,North Side,2028-12-31,Administrative Costs ,2011,Committed,0,801146,T-135
1727,Pulaski Industrial Corridor,Northwest Side,2022-06-09,FY Beginning Cash Balance ,2009,Appropriated,5370010,5370010,T- 69
1728,Pulaski Industrial Corridor,Northwest Side,2022-06-09,Demolition account increase ,2009,Appropriated,-4800,5365210,T- 69
1729,Pulaski Industrial Corridor,Northwest Side,2022-06-09,"Street Improvement - Drummond, Keeler to Kildare - add'l for diagonal parking ",2009,Committed,-130000,5235210,T- 69
1730,Pulaski Industrial Corridor,Northwest Side,2022-06-09,SBIF ,2009,Committed,-500000,4735210,T- 69
1731,Pulaski Industrial Corridor,Northwest Side,2022-06-09,CPS ADA projects  -- McAuliffe ,2009,Committed,-750000,3985210,T- 69
1732,Pulaski Industrial Corridor,Northwest Side,2022-06-09,Payoff of Outstanding SBIF Note Balance ,2009,Committed,-866219,3118991,T- 69
1733,Pulaski Industrial Corridor,Northwest Side,2022-06-09,Broadband Initiative ,2009,Pending,-250000,2868991,T- 69
1734,Pulaski Industrial Corridor,Northwest Side,2022-06-09,Estimated Incremental Property Tax Revenue ,2010,Committed,3130639,5999629,T- 69
1735,Pulaski Industrial Corridor,Northwest Side,2022-06-09,Administrative Costs ,2010,Committed,-48300,5951329,T- 69
1736,Pulaski Industrial Corridor,Northwest Side,2022-06-09,MSAC Ph.1 Debt Service 2010 - port to Chicago/Central Park - Westinghouse ,2010,Committed,-802383,5148946,T- 69
1737,Pulaski Industrial Corridor,Northwest Side,2022-06-09,Estimated Incremental Property Tax Revenue ,2011,Committed,3130639,8279585,T- 69
1738,Pulaski Industrial Corridor,Northwest Side,2022-06-09,Administrative Costs ,2011,Committed,-48300,8231285,T- 69
1739,Pulaski Industrial Corridor,Northwest Side,2022-06-09,MSAC Ph.1 Debt Service 2011 - port to Chicago/Central Park - Westinghouse ,2011,Committed,-780141,7451144,T- 69
1740,Ravenswood Corridor,North Side,2029-12-31,FY Beginning Cash Balance ,2009,Appropriated,956187,956187,T-139
1741,Ravenswood Corridor,North Side,2029-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,677337,1633524,T-139
1742,Ravenswood Corridor,North Side,2029-12-31,Administrative Costs ,2010,Committed,-12850,1620674,T-139
1743,Ravenswood Corridor,North Side,2029-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,677337,2298011,T-139
1744,Ravenswood Corridor,North Side,2029-12-31,Administrative Costs ,2011,Committed,-12850,2285161,T-139
1745,Read/Dunning,Northwest Side,2015-12-31,FY Beginning Cash Balance ,2009,Appropriated,4432728,4432728,T- 36
1746,Read/Dunning,Northwest Side,2015-12-31,Demolition account increase ,2009,Appropriated,-700000,3732728,T- 36
1747,Read/Dunning,Northwest Side,2015-12-31,Memorial Park ,2009,Committed,0,3732728,T- 36
1748,Read/Dunning,Northwest Side,2015-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,2261875,5994603,T- 36
1749,Read/Dunning,Northwest Side,2015-12-31,Autumn Green Note Payment  -- pending completion ,2010,Committed,0,5994603,T- 36
1750,Read/Dunning,Northwest Side,2015-12-31,Administrative Costs ,2010,Committed,-45800,5948803,T- 36
1751,Read/Dunning,Northwest Side,2015-12-31,Read Dunning TIF Land Use Project ,2010,Committed,-150000,5798803,T- 36
1752,Read/Dunning,Northwest Side,2015-12-31,Bond Debt Service 2010 ,2010,Committed,-776788,5022015,T- 36
1753,Read/Dunning,Northwest Side,2015-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,2261875,7283890,T- 36
1754,Read/Dunning,Northwest Side,2015-12-31,Autumn Green Note Payment  -- pending completion ,2011,Committed,0,7283890,T- 36
1755,Read/Dunning,Northwest Side,2015-12-31,Administrative Costs ,2011,Committed,-45800,7238090,T- 36
1756,Read/Dunning,Northwest Side,2015-12-31,Bond Debt Service 2011 ,2011,Committed,-849300,6388790,T- 36
1757,River West,Central,2020-07-30,FY Beginning Cash Balance ,2009,Appropriated,15204085,15204085,T-104
1758,River West,Central,2020-07-30,"Viaduct repair: Wacker, Congress to VanBuren ",2009,Appropriated,-107000,15097085,T-104
1759,River West,Central,2020-07-30,Central Business District Underground Mapping Intiative Phase 3 ,2009,Appropriated,-146117,14950968,T-104
1760,River West,Central,2020-07-30,Alley Reconstruction: 16th St/State/ 17th St/ Dearborn ,2009,Appropriated,-246500,14704468,T-104
1761,River West,Central,2020-07-30,"Arterial streets ADA ramps design & construction  (min = 37,200 for design) ",2009,Appropriated,-305500,14398968,T-104
1762,River West,Central,2020-07-30,"Viaduct repair: Wacker, Congress to VanBuren  -- add'l ",2009,Appropriated,-400000,13998968,T-104
1763,River West,Central,2020-07-30,Wells St. - LaSalle Pk Infrastructure  -- add'l ,2009,Appropriated,-500000,13498968,T-104
1764,River West,Central,2020-07-30,"Water mains: VanBuren, Franklin to Wells ",2009,Appropriated,-1000000,12498968,T-104
